city,state,zip,address,type,year built,heat type,cooling type,garage type,HOA cost,sqft,price per sqft,buyers fee,listing price
Beaverton,OR,97007,15330-SW-Heron-Ct,"Residential, single family residence",Built in 1987,"Forced air 95 plus, heat pump, wood stove, fireplace(s)",Heat pump,2 Attached garage spaces,$738 semi-annually HOA fee,0.34 Acres,$280 price/sqft,2.5% buyers agency fee,799000
Beaverton,OR,97007,13870-SW-Scholls-Ferry-Rd-UNIT-104,"Residential, condominium, townhouse",Built in 2002,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$479 monthly HOA fee,No data,$303 price/sqft,2.5% buyers agency fee,340000
Tacoma,WA,98408,7908-S-D-St,Single family residence,Built in 1977,"Fireplace(s), forced air",None,2 Attached garage spaces,0,"10,018 sqft",$350 price/sqft,3% buyers agency fee,425000
Beaverton,OR,97078,20615-SW-Parker-Ct,"Residential, single family residence",Built in 2013,"Forced air, forced air 95 plus, fireplace(s)",No data,2 Attached garage spaces,$55 monthly HOA fee,"3,484 sqft",$282 price/sqft,2.5% buyers agency fee,575000
Seattle,WA,98106,6730-18th-Ave-SW,Single family residence,Built in 1939,"Fireplace(s), heat pump",None,1 Garage space,0,"10,118 sqft",$565 price/sqft,3% buyers agency fee,649900
Seattle,WA,98136,4909-SW-Othello-St,Single family residence,Built in 1991,"Ductless hp-mini split, heat pump, radiant, tankless water heater",Ductless hp-mini split,2 Attached garage spaces,0,"10,310 sqft",$819 price/sqft,2.5% buyers agency fee,3598000
Seattle,WA,98125,11032-38th-Ave-NE,Single family residence,Built in 1916,"90%+ high efficiency, forced air, heat pump, radiant, tankless water heater","Forced air, high efficiency (unspecified)","Driveway, off street",0,"10,319 sqft",$368 price/sqft,2.5% buyers agency fee,1525000
Tacoma,WA,98407,4108-N-Mullen-St,Single family residence,Built in 1964,"Fireplace(s), forced air",Forced air,2 Attached garage spaces,0,"10,358 sqft",$409 price/sqft,2.5% buyers agency fee,639000
Seattle,WA,98105,5728-60th-Ave-NE,Single family residence,Built in 1946,"Fireplace(s), radiant",None,2 Garage spaces,0,"10,402 sqft",$777 price/sqft,2% buyers agency fee,2650000
Portland,OR,97239,5221-SW-Dosch-Rd,"Residential, single family residence",Built in 1950,"Forced air, fireplace(s)",No data,2 Attached garage spaces,0,"10,454 sqft",$298 price/sqft,2.25% buyers agency fee,650000
Beaverton,OR,97007,19847-Gannon-Ln-LOT-3,"Residential, single family residence",Built in 2023,"Forced air, forced air 95 plus",Central air,2 Attached garage spaces,"$2,000 annually HOA fee","6,098 sqft",$323 price/sqft,2.5% buyers agency fee,759950
Beaverton,OR,97078,6442-SW-Vinwood-Ter,"Residential, townhouse",Built in 2003,Forced air,Central air,1 Attached garage space,$282 monthly HOA fee,"1,742 sqft",$294 price/sqft,2.5% buyers agency fee,424900
Beaverton,OR,97006,17218-SW-Whitley-Way,"Residential, townhouse",Built in 2004,"Forced air, fireplace(s)",Central air,1 Attached garage space,$332 monthly HOA fee,"1,306 sqft",$255 price/sqft,2.5% buyers agency fee,389990
Beaverton,OR,97007,20201-SW-Tremont-Way,"Residential, single family residence",Built in 1995,"Forced air, heat pump, fireplace(s)",Central air,3 Attached garage spaces,$200 annually HOA fee,0.42 Acres,$242 price/sqft,2.5% buyers agency fee,950000
Tigard,OR,97223,13784-SW-Hillshire-Dr,"Residential, single family residence",Built in 1998,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,0,"10,454 sqft",$314 price/sqft,2.25% buyers agency fee,1398000
Beaverton,OR,97007,12299-SW-Strobel-Rd,"Residential, single family residence",Built in 2023,"Forced air 95 plus, fireplace(s)",Air conditioning ready,2 Attached garage spaces,$44 monthly HOA fee,No data,$303 price/sqft,2.5% buyers agency fee,728531
Oswego,OR,97034,755-Ellis-Ave-Lake,"Residential, single family residence",Built in 2023,"Forced air 90, fireplace(s)",Air conditioning ready,2 Attached garage spaces,0,"10,454 sqft",$723 price/sqft,2.25% buyers agency fee,3589000
Vancouver,WA,98682,12211-NE-33rd-St,Single family residence,Built in 1971,Forced air,Heat pump,3 Attached garage spaces,0,"10,454 sqft",$266 price/sqft,2.25% buyers agency fee,425000
Vancouver,WA,98685,4309-NW-140th-Way,"Residential, single family residence",Built in 2014,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"10,454 sqft",$247 price/sqft,2.25% buyers agency fee,949900
Beaverton,OR,97007,9415-SW-151st-Ave,"Residential, single family residence",Built in 1992,Forced air 90,Central air,2 Attached garage spaces,0,"10,454 sqft",$275 price/sqft,2.5% buyers agency fee,620000
Eugene,OR,97403,2082-Golfview-Ct,"Residential, single family residence",Built in 2022,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"10,454 sqft",$419 price/sqft,2.5% buyers agency fee,1125000
Hillsboro,OR,97124,10676-NW-Valley-Vista-Rd,"Residential, single family residence",Built in 1978,"Heat pump, zoned, fireplace(s)",Heat pump,2 Attached garage spaces,0,18.86 Acres,$865 price/sqft,2.25% buyers agency fee,4250000
Hillsboro,OR,97124,1901-NE-50th-Way,"Residential, condominium, townhouse",Built in 2001,"Wall furnace, zoned, fireplace(s)",Wall unit(s),2 Attached garage spaces,$345 monthly HOA fee,No data,$242 price/sqft,2.5% buyers agency fee,419900
Hillsboro,OR,97124,7052-NE-Stonewater-St,"Residential, townhouse",Built in 2004,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$345 monthly HOA fee,"2,178 sqft",$330 price/sqft,2.5% buyers agency fee,495000
Portland,OR,97229,429-NW-Skyline-Blvd,"Residential, single family residence",Built in 2023,"Forced air, fireplace(s)",Air conditioning ready,6 Attached garage spaces,0,2 Acres,$919 price/sqft,2.5% buyers agency fee,4950000
Hillsboro,OR,97123,2195-SE-Glendale-Ct,"Residential, single family residence",Built in 1995,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$25 annually HOA fee,"7,405 sqft",$313 price/sqft,2.5% buyers agency fee,567900
Eugene,OR,97405,85344-McBeth-Rd,"Residential, single family residence",Built in 1920,"Wall furnace, zoned",No data,2 Attached garage spaces,0,2 Acres,$429 price/sqft,2.5% buyers agency fee,499000
Seattle,WA,98107,1131-NW-61st-St,Single family residence,Built in 1946,"Fireplace(s), forced air",None,None,0,"2,583 sqft",$421 price/sqft,2.5% buyers agency fee,1100000
Portland,OR,97230,547-NE-128th-Ave,Residential,Built in 1969,Radiant,None,Open parking,0,"2,613 sqft",$258 price/sqft,2.25% buyers agency fee,265000
Portland,OR,97239,22-S-Lowell-St,"Residential, single family residence",Built in 1908,Forced air,Central air,Open parking,0,"2,613 sqft",$244 price/sqft,2.5% buyers agency fee,575000
Hillsboro,OR,97124,1252-NE-Morning-Sun-Dr,"Residential, single family residence",Built in 2000,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$118 quarterly HOA fee,"5,227 sqft",$269 price/sqft,2.5% buyers agency fee,660000
Hillsboro,OR,97123,3753-SE-Oakleaf-St,"Residential, single family residence",Built in 2006,"Forced air, fireplace(s)",No data,1 Attached garage space,$104 monthly HOA fee,"3,049 sqft",$262 price/sqft,2.5% buyers agency fee,585500
Hillsboro,OR,97123,4135-SE-Reed-Dr,"Residential, single family residence",Built in 2020,"Forced air 95 plus, fireplace(s)",Central air,2 Attached garage spaces,$111 monthly HOA fee,"5,227 sqft",$295 price/sqft,2.5% buyers agency fee,875000
Hillsboro,OR,97123,3440-SE-Pepperwood-Way,"Residential, townhouse",Built in 2008,"Energy star qualified equipment, forced air 90",No data,2 Attached garage spaces,$205 monthly HOA fee,"1,742 sqft",$237 price/sqft,2.5% buyers agency fee,449900
Hillsboro,OR,97123,1147-SE-63rd-Ln,"Residential, single family residence",Built in 2003,"Heat pump, fireplace(s)",Heat pump,2 Attached garage spaces,$200 annually HOA fee,"7,405 sqft",$294 price/sqft,2.5% buyers agency fee,834000
Beaverton,OR,97003,1550-175th-Ave,"Residential, townhouse",Built in 2005,"Forced air, fireplace(s)",Central air,2 Garage spaces,$309 monthly HOA fee,"1,306 sqft",$266 price/sqft,2.5% buyers agency fee,439900
Tigard,OR,97223,11735-SW-Tallwood-Dr,"Residential, single family residence",Built in 1995,Forced air,Central air,2 Attached garage spaces,$225 semi-annually HOA fee,"6,098 sqft",$339 price/sqft,2.5% buyers agency fee,629900
Tigard,OR,97224,14406-SW-Pennywort-Ter,"Residential, townhouse",Built in 2005,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$370 monthly HOA fee,"1,306 sqft",$255 price/sqft,2.5% buyers agency fee,429000
Portland,OR,97216,1161-SE-89th-Ave,"Residential, single family residence",Built in 2003,Forced air,Central air,1 Attached garage space,0,"2,613 sqft",$283 price/sqft,2.5% buyers agency fee,425000
Portland,OR,97206,5904-SE-Holgate-Blvd,"Residential, single family residence",Built in 1923,Forced air,None,Open parking,0,"2,613 sqft",$223 price/sqft,2.5% buyers agency fee,498900
Portland,OR,97216,11735-SE-Yamhill-St,"Residential, single family residence",Built in 2004,Forced air,No data,1 Attached garage space,0,"2,613 sqft",$266 price/sqft,2.5% buyers agency fee,399900
Portland,OR,97213,7920-NE-Schuyler-St,"Residential, single family residence",Built in 2019,"Forced air 95 plus, fireplace(s)",Central air,1 Attached garage space,0,"2,613 sqft",$261 price/sqft,2.5% buyers agency fee,559900
Tigard,OR,97224,11964-SW-Elemar-Ct,"Residential, single family residence",Built in 1993,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$200 annually HOA fee,"9,147 sqft",$284 price/sqft,2.5% buyers agency fee,840000
Portland,OR,97203,7456-N-Stockton-Ave,"Residential, single family residence",Built in 2020,"Forced air 90, fireplace(s)",Central air,1 Attached garage space,0,"2,613 sqft",$333 price/sqft,2.5% buyers agency fee,579989
Tigard,OR,97224,13846-SW-Leah-Ter,"Residential, single family residence",Built in 1997,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,$150 annually HOA fee,"9,147 sqft",$307 price/sqft,2.5% buyers agency fee,835000
Tigard,OR,97224,14244-SW-Gold-Coast-Ter,Single family residence,Built in 2020,"Electric, solar, forced air",No data,1 Attached garage space,$285 monthly HOA fee,"1,306 sqft",$342 price/sqft,2.5% buyers agency fee,399000
Tigard,OR,97224,10490-SW-Century-Oak-Dr,"Residential, single family residence",Built in 1973,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$650 annually HOA fee,No data,$378 price/sqft,2.5% buyers agency fee,519900
Portland,OR,97224,13039-SW-Foran-Hills-Ct,"Residential, single family residence",Built in 2021,"Forced air 95 plus, fireplace(s)",Central air,2 Attached garage spaces,$107 monthly HOA fee,"5,227 sqft",$356 price/sqft,2.5% buyers agency fee,950000
Tigard,OR,97223,13710-SW-Sandridge-Dr,"Residential, single family residence",Built in 2003,"Forced air, fireplace(s)",Central air,3 Attached garage spaces,$430 annually HOA fee,"6,969 sqft",$285 price/sqft,2.5% buyers agency fee,855000
Portland,OR,97224,15394-SW-Peace-Ave,"Residential, single family residence",Built in 2023,"Forced air 95 plus, fireplace(s)",Air conditioning ready,2 Attached garage spaces,$70 monthly HOA fee,No data,$274 price/sqft,2.5% buyers agency fee,699990
Beaverton,OR,97003,2601-186th-Pl,"Residential, townhouse",Built in 2005,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,0,"2,613 sqft",$299 price/sqft,2.5% buyers agency fee,474900
Portland,OR,97224,15714-SW-Peace-Ave,"Residential, single family residence",Built in 2023,"Forced air 95 plus, fireplace(s)",Central air,2 Attached garage spaces,$75 monthly HOA fee,No data,$293 price/sqft,2.5% buyers agency fee,875964
Seattle,WA,98144,204-17th-Ave-S,Single family residence,Built in 1908,"Fireplace(s), forced air",None,1 Attached garage space,0,"2,639 sqft",$396 price/sqft,2.5% buyers agency fee,890000
Salem,OR,97317,1343-70th-Ave-SE,Single family residence,Built in 1992,"Electric, zoned",No data,No garage,0,2.20 Acres,$385 price/sqft,2.5% buyers agency fee,596700
Oswego,OR,97035,19777-Sycamore-Ave-Lake,"Residential, single family residence",Built in 2023,"Forced air 90, fireplace(s)",Central air,4 Attached garage spaces,0,2.36 Acres,$676 price/sqft,2.5% buyers agency fee,2995000
Snohomish,WA,98296,,Single family residence,Built in 1995,Fireplace(s),Central air,4 Garage spaces,0,2.44 Acres,$486 price/sqft,2.5% buyers agency fee,1500000
Vancouver,WA,98685,1520-NW-155th-Cir,"Residential, single family residence",Built in 1997,"Forced air, fireplace(s)",Heat pump,3 Attached garage spaces,0,2.50 Acres,$351 price/sqft,2.25% buyers agency fee,1699000
Vancouver,WA,98662,11400-NE-131st-St,"Residential, single family residence",Built in 1959,"Heat pump, radiant, fireplace(s)",Central air,Open parking,0,2.50 Acres,$479 price/sqft,2.25% buyers agency fee,770000
Eugene,OR,97405,2442-W-29th-Ave,"Residential, single family residence",Built in 1978,"Forced air, heat pump, passive solar, fireplace(s)",Heat pump,4 Attached garage spaces,0,2.78 Acres,$209 price/sqft,2% buyers agency fee,2995000
Oswego,OR,97034,12850-SW-Fielding-Rd-Lake,"Residential, single family residence",Built in 1996,"Forced air, radiant, fireplace(s)",Central air,12 Attached garage spaces,0,2.95 Acres,$591 price/sqft,2.25% buyers agency fee,11500000
Salem,OR,97306,8588-Skyline-Rd-S,Single family residence,Built in 1977,"Electric, heat pump, forced air",Central air,2 Attached garage spaces,0,3 Acres,$331 price/sqft,2.5% buyers agency fee,799000
Seattle,WA,98105,117-NE-58th-St,Single family residence,Built in 1921,"Fireplace(s), ductless hp-mini split, forced air",Ductless hp-mini split,1 Garage space,0,"3,001 sqft",$699 price/sqft,2.5% buyers agency fee,1175000
Seattle,WA,98103,2331-N-60th-St,Single family residence,Built in 1909,"Ductless hp-mini split, wall furnace",Ductless hp-mini split,"Driveway, off street",0,"3,001 sqft",$641 price/sqft,2.5% buyers agency fee,1150000
Oswego,OR,97035,5382-Royal-Oaks-Dr-Lake,"Residential, single family residence",Built in 1988,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$150 annually HOA fee,"7,840 sqft",$397 price/sqft,2.5% buyers agency fee,1180000
Portland,OR,97203,7467-N-Stockton-Ave,"Residential, single family residence",Built in 1927,Forced air,Central air,1 Garage space,0,"3,049 sqft",$277 price/sqft,2.25% buyers agency fee,449000
Oswego,OR,97034,547-N-Shore-Rd-Lake,"Residential, single family residence",Built in 1935,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,"$2,607 annually HOA fee","7,405 sqft",$597 price/sqft,2.5% buyers agency fee,2250000
Vancouver,WA,98661,5509-NE-61st-Ct,"Residential, single family residence",Built in 2020,Forced air,No data,2 Attached garage spaces,0,"3,049 sqft",$254 price/sqft,2.25% buyers agency fee,500000
Oswego,OR,97034,480-S-State-St-Lake,"Residential, condominium, townhouse",Built in 1948,"Wall furnace, zoned",No data,Carport,$592 monthly HOA fee,No data,$226 price/sqft,2.5% buyers agency fee,375000
Oswego,OR,97035,12-Juarez-St-Lake,"Residential, single family residence",Built in 2002,"Forced air, fireplace(s)",Central air,2 Attached garage spaces,$553 semi-annually HOA fee,"10,018 sqft",$295 price/sqft,2.5% buyers agency fee,1100000
Portland,OR,97202,1618-SE-Ellis-St,"Residential, single family residence",Built in 1910,Forced air,No data,Open parking,0,"3,049 sqft",$361 price/sqft,2.5% buyers agency fee,499000
Portland,OR,97231,16605-NW-Wapato-Dr,"Residential, single family residence",Built in 1942,Heat pump,Central air,Open parking,0,"3,049 sqft",$590 price/sqft,2.5% buyers agency fee,399000
Vancouver,WA,98686,10101-NE-28th-Ave,Single family residence,Built in 2006,"Fireplace(s), forced air",Central air,2 Attached garage spaces,0,"3,079 sqft",$241 price/sqft,2.25% buyers agency fee,499900
Seattle,WA,98122,2912-E-Cherry-St,Single family residence,Built in 1905,"Fireplace(s), forced air",None,1 Carport space,0,"3,240 sqft",$500 price/sqft,3% buyers agency fee,1200000
Tacoma,WA,98405,1810-S-L-St,Single family residence,Built in 1890,Wall furnace,None,"Rv parking, driveway, off street",0,"3,249 sqft",$353 price/sqft,3% buyers agency fee,385000
Portland,OR,97211,636-NE-Prescott-St,"Residential, single family residence",Built in 1904,Forced air,No data,1 Attached garage space,0,"3,484 sqft",$194 price/sqft,2.25% buyers agency fee,459000
Oswego,OR,97035,16-Walking-Woods-Dr-Lake,"Residential, single family residence",Built in 1979,"Forced air 90, heat pump, fireplace(s)",Heat pump,3 Attached garage spaces,$88 monthly HOA fee,"8,712 sqft",$276 price/sqft,2.5% buyers agency fee,799950
Portland,OR,97217,903-N-Winchell-St,"Residential, single family residence",Built in 1911,"Forced air, mini split",Wall unit(s),Off street,0,"3,484 sqft",$354 price/sqft,2.5% buyers agency fee,475000
Springfield,OR,97478,230-S-34th-St,Residential,Built in 1997,Wall furnace,No data,Open parking,0,"3,484 sqft",$350 price/sqft,2.75% buyers agency fee,315000
Oswego,OR,97034,4255-Chad-Dr-Lake,"Residential, single family residence",Built in 2004,"Forced air, zoned, fireplace(s)",Central air,3 Attached garage spaces,$250 annually HOA fee,No data,$370 price/sqft,2.5% buyers agency fee,1425000
Tacoma,WA,98406,3213-6th-Ave,Single family residence,Built in 1962,Baseboard,None,Carport,0,"3,598 sqft",$509 price/sqft,2.5% buyers agency fee,299000
